source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,utk_creator,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial_local,spatial,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,photographer,utk_photographer,creator,contributor,utk_contributor
tenncities:354,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000454 | 0255 | tenncities:354 | record_spc_4110,,,,,,View of Knoxville from West End,,"View of Knoxville taken from the western side of the city. A number of private homes are visible in the foreground, and downtown (including Holston Bank Building) can be seen on the horizon.",,,1912-1915,,,1912/1915,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85040261 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,Chas. C. Cullen & Co.,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:539,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000639 | 0440 | tenncities:539 | record_spc_4295,,,,,,Barracks-type houses along First Creek,,View of barracks-type houses along First Creek.,,,1939,1939,,1939,,,,University of Tennessee,http://id.loc.gov/authorities/names/n79109786,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85062603 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/n91037596,,,,
tenncities:211,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000311 | 0112 | tenncities:211 | record_spc_3967,,,,,,Cotton looms at Brookside Mills,,"Brookside Mills, a textile manufacturer, was founded in 1885. By 1902, it was Knoxville's largest employer with 1,200 employees. The mill ceased operations in 1956, and the last of its buildings was destroyed in 1997.",,,1939,1939,,1939,,,,University of Tennessee,http://id.loc.gov/authorities/names/n79109786,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knox County (Tenn.),http://id.loc.gov/authorities/names/n81102870,"35.99322, -83.93709",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85134356 | http://id.loc.gov/authorities/subjects/sh85033348 | http://id.loc.gov/authorities/subjects/sh85101228,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/n91037596,,,,
tenncities:260,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000360 | 0161 | tenncities:260 | record_spc_4016,,,,,,Tennessee River,,View across the Tennessee River (looking toward downtown Knoxville). Visible are the courthouse and the Gay Street Bridge.,,,1898-1929,,,1898/1929,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Tennessee River,http://id.loc.gov/authorities/subjects/sh85133887,,,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101268,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:102,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000202 | 0003 | tenncities:102 | record_spc_3858,,,,,,Second Presbyterian Church,,"Second Presbyterian Church was organized in 1818 due to a split (brought on by disagreements over doctrine and renting pews) in the First Presbyterian Church's congregation. They built their first church on the west side of Prince (now Market) Street in 1820. The congregation grew quickly and moved to a larger building on the corner of Clinch Avenue and Market Street in 1860. The area around the church grew more congested as Knoxville grew, and the congregation sold their Market Street property and moved to a new building on the corner of Clinch and Walnut in 1905. The congregation eventually outgrew this building as well and moved to a structure on Kingston Pike in 1957.",,,1850-1859,,,1850/1859,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85026263 | http://id.loc.gov/authorities/subjects/sh85025876 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:528,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000628 | 0429 | tenncities:528 | record_spc_4284,,,,,,Gay Street (400 Block),,View on Gay Street in downtown Knoxville. Visible businesses include Roberts Van Gilder & Co. Also visible are electric streetcar tracks.,,,1884-1902,,,1884/1902,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh85020461 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:503,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000603 | 0403 | tenncities:503 | record_spc_4259,,,,,,View of the intersection of Main Street and Cumberland Avenue,,"View of the intersection of Main Street and Cumberland Avenue taken from the University of Tennessee's ""Hill."" Both streets were later rerouted to make way for the 1982 World's Fair.",,,1958,,,1958,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:578,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000678 | 0479 | tenncities:578 | record_spc_4334,,,,,,United States Pavilion,,"View of the exterior of the United States Pavilion at the World's Fair. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:555,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000655 | 0456 | tenncities:555 | record_spc_4311,,,,,,"Aftermath of the ""Million Dollar Fire""",,"View of Gay Street after Knoxville's ""Million Dollar Fire."" This fire, which occurred on April 7, 1897, started in the Hotel Knox and consumed most of the 400 block of Gay Street before being stopped at the Sanford, Chamberlain & Albers Company Building with a firewall. The fire killed three people and a rare white mule (visiting Knoxville with an itinerant circus).",,,1897,,,1897,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85101344 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:524,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000624 | 0425 | tenncities:524 | record_spc_4280,,,,,,Gay Street (400 Block),,View on Gay Street in downtown Knoxville. McCormick's clothing store can be seen as well as electric streetcar tracks.,,,1891-1902,,,1891/1902,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85128662 | http://id.loc.gov/authorities/subjects/sh2009118693 | http://id.loc.gov/authorities/subjects/sh95005321 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:323,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000423 | 0224 | tenncities:323 | record_spc_4079,,,,,,Louisville & Nashville Railroad yards and terminals,,View of the Louisville & Nashville Railroad yards and terminals.,,,1939,1939,,1939,,,,University of Tennessee,http://id.loc.gov/authorities/names/n79109786,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh87002049 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/n91037596,,,,
tenncities:390,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000490 | 0291 | tenncities:390 | record_spc_4146,,,,,,Gay Street Bridge,,View of Gay Street Bridge crossing the Tennessee River.,,Knoxville Engraving Co.,1901-1943,,,1901/1943,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,,http://id.loc.gov/authorities/subjects/sh85133887 | http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85016877 | http://id.loc.gov/authorities/subjects/sh2007009366 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:189,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000289 | 0090 | tenncities:189 | record_spc_3945,,,,,,Empire Office Building,,"The Empire Building was constructed at the corner of Prince Street (later Market Street) and Church Street in 1901. Such diverse interests as labor unions, insurance agents, and lawyers rented space in this ""fireproof"" building.",,,1902-1920,,,1902/1920,,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85094168 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:571,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000671 | 0472 | tenncities:571 | record_spc_4327,,,,,,State of Tennessee Amphitheater,,"View of the State of Tennessee Amphitheater at the World's Fair. The Knoxville International Energy Exposition (better known as the World's Fair) was held in Knoxville from May to October 1982 on a 67-acre area just west of the city's center. 19 nations in addition to the United States participated in the exposition which drew over 11 million visitors. While many of the buildings constructed for the event were eventually demolished, part of the site ultimately became a public park.",,,May 1982 - October 1982,,,"May 1, 1982/Oct 31, 1982",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85046347 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n82114257,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,,,,,
tenncities:246,Image,,collections:tenncities,https://ontology.lib.utk.edu/works#ImageWork,0012_000067_000346 | 0147 | tenncities:246 | record_spc_4002,,,,,,Kingston Apartments,,The University of Tennessee built the 21-story Kingston Apartments in 1968 in order to accommodate its rapidly expanding student population. The building served as married and graduate student housing until 2006 when New York developer Stanley Mohr bought the property with plans to turn it into a private apartment building.,,,"May 1, 1968",,,"May 1, 1968",,,,,,,,,,,,http://rightsstatements.org/vocab/CNE/1.0/,Knoxville (Tenn.),http://id.loc.gov/authorities/names/n79109786,"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Photographs of Tennessee Cities Collection, MS.0951",http://id.loc.gov/authorities/subjects/sh85005927 | http://id.loc.gov/authorities/subjects/sh85101268 | http://id.loc.gov/authorities/subjects/sh00007640 | http://id.loc.gov/authorities/names/n80003889,,http://vocab.getty.edu/aat/300046300,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v8kd1w2w,http://id.loc.gov/authorities/names/no2018123876,,,,
